date,location,new_vaccinations_smoothed_per_million,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred
2022-04-01,Germany,1373.0,115191.0,176401421.0,210.25,76.61
2022-04-02,Germany,1359.0,114047.0,176436253.0,210.29,76.62
2022-04-03,Germany,1355.0,113701.0,176449998.0,210.31,76.62
2022-04-04,Germany,1323.0,111025.0,176524841.0,210.4,76.63
2022-04-05,Germany,1300.0,109086.0,176677059.0,210.58,76.64
2022-04-06,Germany,1294.0,108529.0,176859928.0,210.8,76.65
2022-04-07,Germany,1296.0,108749.0,177042931.0,211.02,76.66
2022-04-08,Germany,1334.0,111937.0,177184978.0,211.18,76.67
2022-04-09,Germany,1332.0,111732.0,177218379.0,211.22,76.68
2022-04-10,Germany,1327.0,111363.0,177229542.0,211.24,76.68
2022-04-11,Germany,1309.0,109795.0,177293408.0,211.31,76.68
2022-04-12,Germany,1253.0,105093.0,177412709.0,211.46,76.69
2022-04-13,Germany,1157.0,97037.0,177539185.0,211.61,76.7
2022-04-14,Germany,1024.0,85946.0,177644552.0,211.73,76.7
2022-04-15,Germany,793.0,66559.0,177650888.0,211.74,76.7
2022-04-16,Germany,749.0,62807.0,177658027.0,211.75,76.71
2022-04-17,Germany,733.0,61490.0,177659969.0,211.75,76.71
2022-04-18,Germany,629.0,52766.0,177662769.0,211.75,76.71
2022-04-19,Germany,553.0,46437.0,177737767.0,211.84,76.71
2022-04-20,Germany,495.0,41528.0,177829882.0,211.95,76.72
2022-04-21,Germany,493.0,41342.0,177933943.0,212.08,76.72
2022-04-22,Germany,627.0,52580.0,178018948.0,212.18,76.73
2022-04-23,Germany,649.0,54463.0,178039268.0,212.2,76.73
2022-04-24,Germany,657.0,55116.0,178045781.0,212.21,76.74
2022-04-25,Germany,744.0,62414.0,178099669.0,212.27,76.74
2022-04-26,Germany,815.0,68395.0,178216531.0,212.41,76.75
2022-04-27,Germany,862.0,72298.0,178335969.0,212.56,76.76
2022-04-28,Germany,893.0,74895.0,178458208.0,212.7,76.77
2022-04-29,Germany,924.0,77491.0,178561383.0,212.83,76.78
2022-04-30,Germany,925.0,77613.0,178582556.0,212.85,76.78
2022-05-01,Germany,921.0,77304.0,178586910.0,212.86,76.78
2022-05-02,Germany,902.0,75719.0,178629703.0,212.91,76.79
2022-05-03,Germany,859.0,72106.0,178721276.0,213.02,76.79
2022-05-04,Germany,908.0,76171.0,178869166.0,213.19,76.8
2022-05-05,Germany,879.0,73772.0,178974610.0,213.32,76.81
2022-05-06,Germany,834.0,69960.0,179051105.0,213.41,76.81
2022-05-07,Germany,824.0,69118.0,179066383.0,213.43,76.81
2022-05-08,Germany,824.0,69116.0,179070725.0,213.43,76.81
2022-05-09,Germany,812.0,68105.0,179106435.0,213.47,76.82
2022-05-10,Germany,796.0,66814.0,179188972.0,213.57,76.82
2022-05-11,Germany,686.0,57556.0,179272055.0,213.67,76.83
2022-05-12,Germany,653.0,54761.0,179357934.0,213.77,76.83
2022-05-13,Germany,623.0,52263.0,179416949.0,213.84,76.83
2022-05-14,Germany,616.0,51720.0,179428423.0,213.86,76.84
2022-05-15,Germany,616.0,51676.0,179432455.0,213.86,76.84
2022-05-16,Germany,607.0,50919.0,179462870.0,213.9,76.84
2022-05-17,Germany,583.0,48919.0,179531406.0,213.98,76.84
2022-05-18,Germany,556.0,46612.0,179598341.0,214.06,76.85
2022-05-19,Germany,531.0,44571.0,179669929.0,214.15,76.85
2022-05-20,Germany,,,,,
2022-05-21,Germany,,,,,
2020-01-30,India,,,,,
2020-01-31,India,,,,,
2020-02-01,India,,,,,
2020-02-02,India,,,,,
2020-02-03,India,,,,,
2020-02-04,India,,,,,
2020-02-05,India,,,,,
2020-02-06,India,,,,,
2020-02-07,India,,,,,
2020-02-08,India,,,,,
2020-02-09,India,,,,,
2020-02-10,India,,,,,
2020-02-11,India,,,,,
2020-02-12,India,,,,,
2020-02-13,India,,,,,
2020-02-14,India,,,,,
2020-02-15,India,,,,,
2020-02-16,India,,,,,
2020-02-17,India,,,,,
2020-02-18,India,,,,,
2020-02-19,India,,,,,
2020-02-20,India,,,,,
2020-02-21,India,,,,,
2020-02-22,India,,,,,
2020-02-23,India,,,,,
2020-02-24,India,,,,,
2020-02-25,India,,,,,
2020-02-26,India,,,,,
2020-02-27,India,,,,,
2020-02-28,India,,,,,
2020-02-29,India,,,,,
2020-03-01,India,,,,,
2020-03-02,India,,,,,
2020-03-03,India,,,,,
2020-03-04,India,,,,,
2020-03-05,India,,,,,
2020-03-06,India,,,,,
2020-03-07,India,,,,,
2020-03-08,India,,,,,
2020-03-09,India,,,,,
2020-03-10,India,,,,,
2020-03-11,India,,,,,
2020-03-12,India,,,,,
2020-03-13,India,,,,,
2020-03-14,India,,,,,
2020-03-15,India,,,,,
2020-03-16,India,,,,,
2020-03-17,India,,,,,
2020-03-18,India,,,,,
2020-03-19,India,,,,,
2020-03-20,India,,,,,
2020-03-21,India,,,,,
2020-03-22,India,,,,,
2020-03-23,India,,,,,
2020-03-24,India,,,,,
2020-03-25,India,,,,,
2020-03-26,India,,,,,
2020-03-27,India,,,,,
2020-03-28,India,,,,,
2020-03-29,India,,,,,
2020-03-30,India,,,,,
2020-03-31,India,,,,,
2020-04-01,India,,,,,
2020-04-02,India,,,,,
2020-04-03,India,,,,,
2020-04-04,India,,,,,
2020-04-05,India,,,,,
2020-04-06,India,,,,,
2020-04-07,India,,,,,
2020-04-08,India,,,,,
2020-04-09,India,,,,,
2020-04-10,India,,,,,
2020-04-11,India,,,,,
2020-04-12,India,,,,,
2020-04-13,India,,,,,
2020-04-14,India,,,,,
2020-04-15,India,,,,,
2020-04-16,India,,,,,
2020-04-17,India,,,,,
2020-04-18,India,,,,,
2020-04-19,India,,,,,
2020-04-20,India,,,,,
2020-04-21,India,,,,,
2020-04-22,India,,,,,
2020-04-23,India,,,,,
2020-04-24,India,,,,,
2020-04-25,India,,,,,
2020-04-26,India,,,,,
2020-04-27,India,,,,,
2020-04-28,India,,,,,
2020-04-29,India,,,,,
2020-04-30,India,,,,,
2020-05-01,India,,,,,
2020-05-02,India,,,,,
2020-05-03,India,,,,,
2020-05-04,India,,,,,
2020-05-05,India,,,,,
2020-05-06,India,,,,,
2020-05-07,India,,,,,
2020-05-08,India,,,,,
2020-05-09,India,,,,,
2020-05-10,India,,,,,
2020-05-11,India,,,,,
2020-05-12,India,,,,,
2020-05-13,India,,,,,
2020-05-14,India,,,,,
2020-05-15,India,,,,,
2020-05-16,India,,,,,
2020-05-17,India,,,,,
2020-05-18,India,,,,,
2020-05-19,India,,,,,
2020-05-20,India,,,,,
2020-05-21,India,,,,,
2020-05-22,India,,,,,
2020-05-23,India,,,,,
2020-05-24,India,,,,,
2020-05-25,India,,,,,
2020-05-26,India,,,,,
2020-05-27,India,,,,,
2020-05-28,India,,,,,
2020-05-29,India,,,,,
2020-05-30,India,,,,,
2020-05-31,India,,,,,
2020-06-01,India,,,,,
2020-06-02,India,,,,,
2020-06-03,India,,,,,
2020-06-04,India,,,,,
2020-06-05,India,,,,,
2020-06-06,India,,,,,
2020-06-07,India,,,,,
2020-06-08,India,,,,,
2020-06-09,India,,,,,
2020-06-10,India,,,,,
2020-06-11,India,,,,,
2020-06-12,India,,,,,
2020-06-13,India,,,,,
2020-06-14,India,,,,,
2020-06-15,India,,,,,
2020-06-16,India,,,,,
2020-06-17,India,,,,,
2020-06-18,India,,,,,
2020-06-19,India,,,,,
2020-06-20,India,,,,,
2020-06-21,India,,,,,
2020-06-22,India,,,,,
2020-06-23,India,,,,,
2020-06-24,India,,,,,
2020-06-25,India,,,,,
2020-06-26,India,,,,,
2020-06-27,India,,,,,
2020-06-28,India,,,,,
2020-06-29,India,,,,,
2020-06-30,India,,,,,
2020-07-01,India,,,,,
2020-07-02,India,,,,,
2020-07-03,India,,,,,
2020-07-04,India,,,,,
2020-07-05,India,,,,,
2020-07-06,India,,,,,
2020-07-07,India,,,,,
2020-07-08,India,,,,,
2020-07-09,India,,,,,
2020-07-10,India,,,,,
2020-07-11,India,,,,,
2020-07-12,India,,,,,
2020-07-13,India,,,,,
2020-07-14,India,,,,,
2020-07-15,India,,,,,
2020-07-16,India,,,,,
2020-07-17,India,,,,,
2020-07-18,India,,,,,
2020-07-19,India,,,,,
2020-07-20,India,,,,,
2020-07-21,India,,,,,
2020-07-22,India,,,,,
2020-07-23,India,,,,,
2020-07-24,India,,,,,
2020-07-25,India,,,,,
2020-07-26,India,,,,,
2020-07-27,India,,,,,
2020-07-28,India,,,,,
2020-07-29,India,,,,,
2020-07-30,India,,,,,
2020-07-31,India,,,,,
2020-08-01,India,,,,,
2020-08-02,India,,,,,
2020-08-03,India,,,,,
2020-08-04,India,,,,,
2020-08-05,India,,,,,
2020-08-06,India,,,,,
2020-08-07,India,,,,,
2020-08-08,India,,,,,
2020-08-09,India,,,,,
2020-08-10,India,,,,,
2020-08-11,India,,,,,
2020-08-12,India,,,,,
2020-08-13,India,,,,,
2020-08-14,India,,,,,
2020-08-15,India,,,,,
2020-08-16,India,,,,,
2020-08-17,India,,,,,
2020-08-18,India,,,,,
2020-08-19,India,,,,,
2020-08-20,India,,,,,
2020-08-21,India,,,,,
2020-08-22,India,,,,,
2020-08-23,India,,,,,
2020-08-24,India,,,,,
2020-08-25,India,,,,,
2020-08-26,India,,,,,
2020-08-27,India,,,,,
2020-08-28,India,,,,,
2020-08-29,India,,,,,
2020-08-30,India,,,,,
2020-08-31,India,,,,,
2020-09-01,India,,,,,
2020-09-02,India,,,,,
2020-09-03,India,,,,,
2020-09-04,India,,,,,
2020-09-05,India,,,,,
2020-09-06,India,,,,,
2020-09-07,India,,,,,
2020-09-08,India,,,,,
2020-09-09,India,,,,,
2020-09-10,India,,,,,
2020-09-11,India,,,,,
2020-09-12,India,,,,,
2020-09-13,India,,,,,
2020-09-14,India,,,,,
2020-09-15,India,,,,,
2020-09-16,India,,,,,
2020-09-17,India,,,,,
2020-09-18,India,,,,,
2020-09-19,India,,,,,
2020-09-20,India,,,,,
2020-09-21,India,,,,,
2020-09-22,India,,,,,
2020-09-23,India,,,,,
2020-09-24,India,,,,,
2020-09-25,India,,,,,
2020-09-26,India,,,,,
2020-09-27,India,,,,,
2020-09-28,India,,,,,
2020-09-29,India,,,,,
2020-09-30,India,,,,,
2020-10-01,India,,,,,
2020-10-02,India,,,,,
2020-10-03,India,,,,,
2020-10-04,India,,,,,
2020-10-05,India,,,,,
2020-10-06,India,,,,,
2020-10-07,India,,,,,
2020-10-08,India,,,,,
2020-10-09,India,,,,,
2020-10-10,India,,,,,
2020-10-11,India,,,,,
2020-10-12,India,,,,,
2020-10-13,India,,,,,
2020-10-14,India,,,,,
2020-10-15,India,,,,,
2020-10-16,India,,,,,
2020-10-17,India,,,,,
2020-10-18,India,,,,,
2020-10-19,India,,,,,
2020-10-20,India,,,,,
2020-10-21,India,,,,,
2020-10-22,India,,,,,
2020-10-23,India,,,,,
2020-10-24,India,,,,,
2020-10-25,India,,,,,
2020-10-26,India,,,,,
2020-10-27,India,,,,,
2020-10-28,India,,,,,
2020-10-29,India,,,,,
2020-10-30,India,,,,,
2020-10-31,India,,,,,
2020-11-01,India,,,,,
2020-11-02,India,,,,,
2020-11-03,India,,,,,
2020-11-04,India,,,,,
2020-11-05,India,,,,,
2020-11-06,India,,,,,
2020-11-07,India,,,,,
2020-11-08,India,,,,,
2020-11-09,India,,,,,
2020-11-10,India,,,,,
2020-11-11,India,,,,,
2020-11-12,India,,,,,
2020-11-13,India,,,,,
2020-11-14,India,,,,,
2020-11-15,India,,,,,
2020-11-16,India,,,,,
2020-11-17,India,,,,,
2020-11-18,India,,,,,
2020-11-19,India,,,,,
2020-11-20,India,,,,,
2020-11-21,India,,,,,
2020-11-22,India,,,,,
2020-11-23,India,,,,,
2020-11-24,India,,,,,
2020-11-25,India,,,,,
2020-11-26,India,,,,,
2020-11-27,India,,,,,
2020-11-28,India,,,,,
2020-11-29,India,,,,,
2020-11-30,India,,,,,
2020-12-01,India,,,,,
2020-12-02,India,,,,,
2020-12-03,India,,,,,
2020-12-04,India,,,,,
2020-12-05,India,,,,,
2020-12-06,India,,,,,
2020-12-07,India,,,,,
2020-12-08,India,,,,,
2020-12-09,India,,,,,
2020-12-10,India,,,,,
2020-12-11,India,,,,,
2020-12-12,India,,,,,
2020-12-13,India,,,,,
2020-12-14,India,,,,,
2020-12-15,India,,,,,
2020-12-16,India,,,,,
2020-12-17,India,,,,,
2020-12-18,India,,,,,
2020-12-19,India,,,,,
2020-12-20,India,,,,,
2020-12-21,India,,,,,
2020-12-22,India,,,,,
2020-12-23,India,,,,,
2020-12-24,India,,,,,
2020-12-25,India,,,,,
2020-12-26,India,,,,,
2020-12-27,India,,,,,
2020-12-28,India,,,,,
2020-12-29,India,,,,,
2020-12-30,India,,,,,
2020-12-31,India,,,,,
2021-01-01,India,,,,,
2021-01-02,India,,,,,
2021-01-03,India,,,,,
2021-01-04,India,,,,,
2021-01-05,India,,,,,
2021-01-06,India,,,,,
2021-01-07,India,,,,,
2021-01-08,India,,,,,
2021-01-09,India,,,,,
2021-01-10,India,,,,,
2021-01-11,India,,,,,
2021-01-12,India,,,,,
2021-01-13,India,,,,,
2021-01-14,India,,,,,
2021-01-15,India,,,0.0,0.0,
2021-01-16,India,137.0,191181.0,191181.0,0.01,
2021-01-17,India,80.0,112150.0,224301.0,0.02,
2021-01-18,India,109.0,151350.0,454049.0,0.03,
2021-01-19,India,121.0,168709.0,674835.0,0.05,
2021-01-20,India,116.0,161297.0,806484.0,0.06,
2021-01-21,India,125.0,173922.0,1043534.0,0.07,
2021-01-22,India,143.0,198656.0,1390592.0,0.1,
2021-01-23,India,143.0,198717.0,1582201.0,0.11,
2021-01-24,India,143.0,198743.0,1615504.0,0.12,
2021-01-25,India,161.0,224251.0,2023809.0,0.15,
2021-01-26,India,139.0,193521.0,2029480.0,0.15,
2021-01-27,India,159.0,221356.0,2355979.0,0.17,
2021-01-28,India,193.0,269217.0,2928053.0,0.21,
2021-01-29,India,216.0,301348.0,3500027.0,0.25,
2021-01-30,India,222.0,308876.0,3744334.0,0.27,
2021-01-31,India,220.0,306191.0,3758843.0,0.27,
2021-02-01,India,197.0,275192.0,3950156.0,0.28,
2021-02-02,India,216.0,301348.0,4138918.0,0.3,
2021-02-03,India,215.0,299082.0,4449552.0,0.32,
2021-02-04,India,208.0,290199.0,4959445.0,0.36,
2021-02-05,India,197.0,273832.0,5416849.0,0.39,
2021-02-06,India,208.0,290141.0,5775322.0,0.41,
2021-02-07,India,211.0,293360.0,5812362.0,0.42,
2021-02-08,India,237.0,329836.0,6259008.0,0.45,
2021-02-09,India,254.0,353235.0,6611561.0,0.47,
2021-02-10,India,263.0,366795.0,7017114.0,0.5,
2021-02-11,India,261.0,363652.0,7505010.0,0.54,
2021-02-12,India,262.0,364400.0,7967647.0,0.57,
2021-02-13,India,233.0,325305.0,8052454.0,0.58,0.0
2021-02-14,India,253.0,353179.0,,,
2021-02-15,India,231.0,322538.0,8516771.0,0.61,0.01
2021-02-16,India,230.0,320826.0,8857341.0,0.64,0.02
2021-02-17,India,222.0,309949.0,9186757.0,0.66,0.02
2021-02-18,India,240.0,334502.0,9846523.0,0.71,0.03
2021-02-19,India,254.0,354614.0,10449942.0,0.75,0.05
2021-02-20,India,286.0,397981.0,10838323.0,0.78,0.06
2021-02-21,India,287.0,400080.0,11085173.0,0.8,0.07
2021-02-22,India,298.0,415332.0,11424094.0,0.82,0.08
2021-02-23,India,313.0,435722.0,11907392.0,0.85,0.09
2021-02-24,India,326.0,454268.0,12366633.0,0.89,0.11
2021-02-25,India,330.0,460075.0,13067047.0,0.94,0.13
2021-02-26,India,339.0,472428.0,13756940.0,0.99,0.16
2021-02-27,India,349.0,486318.0,14242547.0,1.02,0.18
2021-02-28,India,330.0,459442.0,14301266.0,1.03,0.18
2021-03-01,India,352.0,490006.0,14854136.0,1.07,0.19
2021-03-02,India,381.0,530480.0,15620749.0,1.12,0.19
2021-03-03,India,436.0,607059.0,16616048.0,1.19,0.21
2021-03-04,India,506.0,705494.0,18005503.0,1.29,0.23
2021-03-05,India,589.0,820109.0,19497704.0,1.4,0.25
2021-03-06,India,685.0,954257.0,20922344.0,1.5,0.27
2021-03-07,India,686.0,955392.0,20989010.0,1.51,0.27
2021-03-08,India,836.0,1164942.0,23008733.0,1.65,0.29
2021-03-09,India,897.0,1249594.0,24367906.0,1.75,0.31
2021-03-10,India,930.0,1295566.0,25685011.0,1.84,0.33
2021-03-11,India,837.0,1165631.0,26164920.0,1.88,0.34
2021-03-12,India,894.0,1245822.0,28218457.0,2.03,0.37
2021-03-13,India,904.0,1259438.0,29738409.0,2.13,0.39
2021-03-14,India,914.0,1274147.0,29908038.0,2.15,0.39
2021-03-15,India,1019.0,1419814.0,32947432.0,2.36,0.42
2021-03-16,India,1097.0,1528090.0,35064536.0,2.52,0.45
2021-03-17,India,1175.0,1636892.0,37143255.0,2.67,0.47
2021-03-18,India,1351.0,1882128.0,39339817.0,2.82,0.5
2021-03-19,India,1419.0,1977848.0,42063392.0,3.02,0.52
2021-03-20,India,1524.0,2123633.0,44603841.0,3.2,0.54
2021-03-21,India,1554.0,2165423.0,45065998.0,3.23,0.54
2021-03-22,India,1594.0,2221023.0,48494594.0,3.48,0.56
2021-03-23,India,1617.0,2253821.0,50841286.0,3.65,0.58
2021-03-24,India,1641.0,2286065.0,53145709.0,3.81,0.6
2021-03-25,India,1657.0,2309232.0,55504440.0,3.98,0.61
2021-03-26,India,1645.0,2292340.0,58109773.0,4.17,0.62
2021-03-27,India,1606.0,2237992.0,60269782.0,4.33,0.63
2021-03-28,India,1585.0,2209205.0,60530435.0,4.34,0.64
2021-03-29,India,1294.0,1802680.0,61113354.0,4.39,0.64
2021-03-30,India,1252.0,1744724.0,63054353.0,4.53,0.65
2021-03-31,India,1227.0,1710312.0,65117896.0,4.67,0.67
2021-04-01,India,1362.0,1897814.0,68789138.0,4.94,0.69
2021-04-02,India,1532.0,2134932.0,73054295.0,5.24,0.72
2021-04-03,India,1611.0,2244267.0,75979651.0,5.45,0.73
2021-04-04,India,1904.0,2653533.0,79105163.0,5.68,0.75
2021-04-05,India,2255.0,3142510.0,83110926.0,5.96,0.78
2021-04-06,India,2463.0,3431874.0,87077474.0,6.25,0.8
2021-04-07,India,2571.0,3582968.0,90198673.0,6.47,0.82
2021-04-08,India,2619.0,3649303.0,94334262.0,6.77,0.85
2021-04-09,India,2565.0,3574409.0,98075160.0,7.04,0.88
2021-04-10,India,2626.0,3659357.0,101595147.0,7.29,0.91
2021-04-11,India,2606.0,3631915.0,104528565.0,7.5,0.93
2021-04-12,India,2606.0,3631737.0,108533085.0,7.79,0.97
2021-04-13,India,2471.0,3443158.0,111179578.0,7.98,1.0
2021-04-14,India,2491.0,3470652.0,114493238.0,8.22,1.03
2021-04-15,India,2347.0,3269892.0,117223509.0,8.41,1.07
2021-04-16,India,2241.0,3123212.0,119937641.0,8.61,1.11
2021-04-17,India,2156.0,3003920.0,122622590.0,8.8,1.16
2021-04-18,India,1981.0,2760572.0,123852566.0,8.89,1.18
2021-04-19,India,1907.0,2656575.0,127129113.0,9.12,1.25
2021-04-20,India,1764.0,2458290.0,,,
2021-04-21,India,1554.0,2164695.0,129646105.0,9.3,1.29
2021-04-22,India,1592.0,2218728.0,132754608.0,9.53,1.38
2021-04-23,India,1534.0,2137213.0,,,
2021-04-24,India,1478.0,2059866.0,,,
2021-04-25,India,1572.0,2190372.0,139185173.0,9.99,1.54
2021-04-26,India,1578.0,2199405.0,142524947.0,10.23,1.62
2021-04-27,India,1691.0,2355946.0,144879233.0,10.4,1.69
2021-04-28,India,1785.0,2486755.0,147053392.0,10.55,1.76
2021-04-29,India,1693.0,2359166.0,149268772.0,10.71,1.83
2021-04-30,India,1753.0,2442854.0,151998107.0,10.91,1.91
2021-05-01,India,1700.0,2369239.0,153626325.0,11.03,1.96
2021-05-02,India,1541.0,2146620.0,154211511.0,11.07,1.97
2021-05-03,India,1390.0,1936741.0,156082136.0,11.2,2.04
2021-05-04,India,1320.0,1838788.0,157750752.0,11.32,2.09
2021-05-05,India,1320.0,1839692.0,159931238.0,11.48,2.17
2021-05-06,India,1367.0,1904976.0,162603603.0,11.67,2.26
2021-05-07,India,1352.0,1884556.0,165190000.0,11.86,2.36
2021-05-08,India,1422.0,1981076.0,167493857.0,12.02,2.45
2021-05-09,India,1445.0,2013337.0,168304868.0,12.08,2.47
2021-05-10,India,1540.0,2145255.0,171098918.0,12.28,2.58
2021-05-11,India,1652.0,2301699.0,173862643.0,12.48,2.68
2021-05-12,India,1652.0,2302048.0,176045577.0,12.63,2.74
2021-05-13,India,1616.0,2251178.0,178361846.0,12.8,2.82
2021-05-14,India,1482.0,2065202.0,179646413.0,12.89,2.86
2021-05-15,India,1441.0,2007240.0,181544536.0,13.03,2.9
2021-05-16,India,1430.0,1992305.0,182251006.0,13.08,2.91
2021-05-17,India,1304.0,1816898.0,183817204.0,13.19,2.92
2021-05-18,India,1161.0,1618423.0,185191602.0,13.29,2.94
2021-05-19,India,1063.0,1480718.0,186410600.0,13.38,2.95
2021-05-20,India,977.0,1360720.0,187886885.0,13.48,2.96
2021-05-21,India,996.0,1388325.0,,,
2021-05-22,India,953.0,1328280.0,190842497.0,13.7,2.99
2021-05-23,India,971.0,1352605.0,191719240.0,13.76,2.99
2021-05-24,India,1061.0,1478358.0,194165711.0,13.93,3.0
2021-05-25,India,1058.0,1473597.0,195506779.0,14.03,3.01
2021-05-26,India,1232.0,1716431.0,198425615.0,14.24,3.03
2021-05-27,India,1365.0,1902326.0,201203166.0,14.44,3.04
2021-05-28,India,1415.0,1971730.0,203166802.0,14.58,3.05
2021-05-29,India,1666.0,2320922.0,207088953.0,14.86,3.08
2021-05-30,India,1737.0,2420840.0,208665123.0,14.98,3.09
2021-05-31,India,1670.0,2326312.0,210449895.0,15.1,3.1
2021-06-01,India,1807.0,2518423.0,213135738.0,15.3,3.13
2021-06-02,India,1769.0,2464650.0,215678166.0,15.48,3.14
2021-06-03,India,1757.0,2448745.0,218344384.0,15.67,3.16
2021-06-04,India,2096.0,2920138.0,223607768.0,16.05,3.19
2021-06-05,India,1895.0,2640313.0,225571144.0,16.19,3.2
2021-06-06,India,1986.0,2767989.0,228041045.0,16.37,3.21
2021-06-07,India,2055.0,2862965.0,230490652.0,16.54,3.23
2021-06-08,India,2106.0,2935027.0,233680929.0,16.77,3.25
2021-06-09,India,2171.0,3025477.0,236856505.0,17.0,3.27
2021-06-10,India,2249.0,3133931.0,240281903.0,17.24,3.3
2021-06-11,India,2060.0,2870782.0,243703242.0,17.49,3.32
2021-06-12,India,2114.0,2945275.0,246188067.0,17.67,3.34
2021-06-13,India,2193.0,3055624.0,249430416.0,17.9,3.36
2021-06-14,India,2283.0,3181387.0,252760364.0,18.14,3.39
2021-06-15,India,2217.0,3089205.0,255305366.0,18.32,3.41
2021-06-16,India,2201.0,3067056.0,258325900.0,18.54,3.44
2021-06-17,India,2326.0,3241192.0,262970250.0,18.87,3.47
2021-06-18,India,2322.0,3236100.0,266355940.0,19.12,3.5
2021-06-19,India,2534.0,3531464.0,270908312.0,19.44,3.55
2021-06-20,India,2548.0,3550883.0,274286599.0,19.68,3.57
2021-06-21,India,3132.0,4364797.0,283313942.0,20.33,3.63
2021-06-22,India,3542.0,4935727.0,289855456.0,20.8,3.68
2021-06-23,India,3593.0,5006348.0,293370338.0,21.05,3.71
2021-06-24,India,3802.0,5297682.0,300054027.0,21.53,3.76
2021-06-25,India,4132.0,5757941.0,306661528.0,22.01,3.83
2021-06-26,India,4504.0,6276153.0,314841384.0,22.6,3.92
2021-06-27,India,4485.0,6249116.0,318030412.0,22.82,3.96
2021-06-28,India,3907.0,5444234.0,321423578.0,23.07,4.01
2021-06-29,India,3852.0,5366922.0,327423913.0,23.5,4.11
2021-06-30,India,3669.0,5112543.0,329158139.0,23.62,4.14
2021-07-01,India,3556.0,4955375.0,334741649.0,24.02,4.24
2021-07-02,India,2974.0,4144324.0,335671794.0,24.09,4.26
2021-07-03,India,3020.0,4208458.0,344300590.0,24.71,4.45
2021-07-04,India,3009.0,4192591.0,347378550.0,24.93,4.52
2021-07-05,India,3056.0,4257988.0,351229497.0,25.21,4.63
2021-07-06,India,2756.0,3840533.0,354307646.0,25.43,4.7
2021-07-07,India,2964.0,4130375.0,358070763.0,25.7,4.8
2021-07-08,India,3511.0,4892796.0,368991222.0,26.48,5.05
2021-07-09,India,3777.0,5262873.0,,,
2021-07-10,India,3253.0,4533142.0,376032586.0,26.99,5.23
2021-07-11,India,3073.0,4281993.0,377352501.0,27.08,5.26
2021-07-12,India,3100.0,4319736.0,381467646.0,27.38,5.37
2021-07-13,India,3423.0,4770041.0,387697935.0,27.82,5.48
2021-07-14,India,3411.0,4752818.0,391340491.0,28.09,5.58
2021-07-15,India,2702.0,3764649.0,395343767.0,28.37,5.69
2021-07-16,India,2787.0,3883425.0,399695879.0,28.68,5.82
2021-07-17,India,2963.0,4128447.0,404931715.0,29.06,5.96
2021-07-18,India,3182.0,4433794.0,,,
2021-07-19,India,3115.0,4339822.0,411846401.0,29.56,6.13
2021-07-20,India,2848.0,3967789.0,415472455.0,29.82,6.23
2021-07-21,India,2718.0,3787237.0,417851151.0,29.99,6.29
2021-07-22,India,2878.0,4010466.0,423417030.0,30.39,6.42
2021-07-23,India,2890.0,4026626.0,427882261.0,30.71,6.54
2021-07-24,India,2893.0,4031307.0,433150864.0,31.09,6.66
2021-07-25,India,2748.0,3829563.0,435196001.0,31.23,6.7
2021-07-26,India,3082.0,4295142.0,441912395.0,31.71,6.85
2021-07-27,India,3146.0,4383458.0,446156659.0,32.02,6.95
2021-07-28,India,3368.0,4693587.0,450706257.0,32.35,7.04
2021-07-29,India,3344.0,4659532.0,456033754.0,32.73,7.17
2021-07-30,India,3449.0,4805174.0,461518479.0,33.12,7.3
2021-07-31,India,3457.0,4817171.0,,,
2021-08-01,India,3796.0,5289663.0,472223639.0,33.89,7.48
2021-08-02,India,3777.0,5263244.0,,,
2021-08-03,India,4012.0,5589987.0,485286570.0,34.83,7.69
2021-08-04,India,3961.0,5519434.0,489342295.0,35.12,7.77
2021-08-05,India,4029.0,5613406.0,495327595.0,35.55,7.87
2021-08-06,India,4049.0,5641590.0,501009609.0,35.96,7.96
2021-08-07,India,4095.0,5705633.0,506810492.0,36.37,8.07
